Behavior,Timestamp,Together,Note,Date,Activity_Type
Grooming,2025-06-19 15:34:10.504000+00:00,Yes,No note provided,2025-06-19,Shared
Eating,2025-06-19 16:50:34.248000+00:00,Yes,No note provided,2025-06-19,Shared
Resting,2025-06-19 16:50:38.913000+00:00,Yes,No note provided,2025-06-19,Shared
Grooming,2025-06-19 17:01:22.672000+00:00,Yes,No note provided,2025-06-19,Shared
Resting,2025-06-19 18:04:01.616000+00:00,No,No note provided,2025-06-19,Solo
Interacting,2025-06-19 18:50:00.258000+00:00,Yes,No note provided,2025-06-19,Shared
Eating,2025-06-19 19:36:05.427000+00:00,Yes,No note provided,2025-06-19,Shared
Resting,2025-06-19 20:34:54.258000+00:00,Yes,No note provided,2025-06-19,Shared
Resting,2025-06-19 21:46:05.316000+00:00,No,No note provided,2025-06-19,Solo
Running,2025-06-20 07:24:33.524000+00:00,Yes,No note provided,2025-06-20,Shared
Eating,2025-06-20 08:32:22.801000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 09:36:54.879000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 10:05:22.934000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 10:48:14.129000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 12:07:10.561000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 14:20:29.740000+00:00,No,No note provided,2025-06-20,Solo
Interacting,2025-06-20 16:20:39.173000+00:00,Yes,No note provided,2025-06-20,Shared
Eating,2025-06-20 17:04:11.478000+00:00,No,No note provided,2025-06-20,Solo
Resting,2025-06-20 18:06:40.470000+00:00,Yes,No note provided,2025-06-20,Shared
Cuddling,2025-06-20 18:45:11.263000+00:00,Yes,No note provided,2025-06-20,Shared
Playing,2025-06-20 18:54:28.761000+00:00,Yes,No note provided,2025-06-20,Shared
Eating,2025-06-20 20:23:19.480000+00:00,No,No note provided,2025-06-20,Solo
Running,2025-06-20 21:34:52.963000+00:00,Yes,No note provided,2025-06-20,Shared
Chewing,2025-06-20 23:33:19.490000+00:00,No,No note provided,2025-06-20,Solo
Eating,2025-06-21 08:48:18.012000+00:00,Yes,drinking,2025-06-21,Shared
Resting,2025-06-21 09:47:39.377000+00:00,No,No note provided,2025-06-21,Solo
Resting,2025-06-21 11:08:45.151000+00:00,No,No note provided,2025-06-21,Solo
Resting,2025-06-21 12:53:38.524000+00:00,No,No note provided,2025-06-21,Solo
Resting,2025-06-21 13:51:09.576000+00:00,No,No note provided,2025-06-21,Solo
Resting,2025-06-21 14:29:57.678000+00:00,No,No note provided,2025-06-21,Solo
Eating,2025-06-21 15:47:51.407000+00:00,No,No note provided,2025-06-21,Solo
Resting,2025-06-21 16:57:47.225000+00:00,No,No note provided,2025-06-21,Solo
Playing,2025-06-21 18:05:26.526000+00:00,No,No note provided,2025-06-21,Solo
Eating,2025-06-21 18:21:54.895000+00:00,Yes,No note provided,2025-06-21,Shared
Playing,2025-06-21 19:40:08.687000+00:00,Yes,No note provided,2025-06-21,Shared
Playing,2025-06-21 20:59:17.298000+00:00,Yes,No note provided,2025-06-21,Shared
Resting,2025-06-21 22:19:30.716000+00:00,No,No note provided,2025-06-21,Solo
Eating,2025-06-22 06:33:52.437000+00:00,Yes,No note provided,2025-06-22,Shared
Resting,2025-06-22 07:36:15.732000+00:00,No,No note provided,2025-06-22,Solo
Eating,2025-06-22 08:25:29.103000+00:00,Yes,Drinking,2025-06-22,Shared
Resting,2025-06-22 09:06:49.586000+00:00,No,No note provided,2025-06-22,Solo
Resting,2025-06-22 09:31:04.828000+00:00,No,No note provided,2025-06-22,Solo
Resting,2025-06-22 11:44:45.746000+00:00,No,No note provided,2025-06-22,Solo
Resting,2025-06-22 16:03:53.101000+00:00,No,No note provided,2025-06-22,Solo
Running,2025-06-22 16:49:10.814000+00:00,Yes,No note provided,2025-06-22,Shared
Resting,2025-06-22 17:34:25.591000+00:00,Yes,No note provided,2025-06-22,Shared
Interacting,2025-06-22 19:12:45.355000+00:00,Yes,No note provided,2025-06-22,Shared
Eating,2025-06-22 20:15:54.870000+00:00,Yes,No note provided,2025-06-22,Shared
Cuddling,2025-06-22 21:18:21.162000+00:00,Yes,No note provided,2025-06-22,Shared
Eating,2025-06-22 22:05:12.629000+00:00,No,No note provided,2025-06-22,Solo
Interacting,2025-06-23 08:13:56.927000+00:00,Yes,No note provided,2025-06-23,Shared
Interacting,2025-06-23 08:32:21.245000+00:00,Yes,No note provided,2025-06-23,Shared
Resting,2025-06-23 09:41:46.445000+00:00,No,No note provided,2025-06-23,Solo
Resting,2025-06-23 10:36:40.306000+00:00,No,No note provided,2025-06-23,Solo
Resting,2025-06-23 11:36:48.792000+00:00,No,No note provided,2025-06-23,Solo
Playing,2025-06-23 13:04:08.411000+00:00,Yes,No note provided,2025-06-23,Shared
Cuddling,2025-06-23 13:50:13.724000+00:00,Yes,No note provided,2025-06-23,Shared
Resting,2025-06-23 14:38:31.527000+00:00,Yes,No note provided,2025-06-23,Shared
Eating,2025-06-23 17:26:22.749000+00:00,No,No note provided,2025-06-23,Solo
Cuddling,2025-06-23 18:33:37.951000+00:00,Yes,No note provided,2025-06-23,Shared
Interacting,2025-06-23 19:41:47.586000+00:00,Yes,No note provided,2025-06-23,Shared
Cuddling,2025-06-23 20:32:12.246000+00:00,Yes,No note provided,2025-06-23,Shared
Eating,2025-06-23 21:42:25.439000+00:00,Yes,No note provided,2025-06-23,Shared
Cuddling,2025-06-24 07:58:24.968000+00:00,Yes,No note provided,2025-06-24,Shared
Alert,2025-06-24 08:42:45.973000+00:00,No,No note provided,2025-06-24,Solo
Resting,2025-06-24 10:08:29.548000+00:00,No,No note provided,2025-06-24,Solo
Resting,2025-06-24 10:42:20.643000+00:00,No,No note provided,2025-06-24,Solo
Resting,2025-06-24 11:32:28.124000+00:00,No,No note provided,2025-06-24,Solo
Resting,2025-06-24 12:04:40.307000+00:00,No,No note provided,2025-06-24,Solo
Running,2025-06-24 13:26:57.614000+00:00,Yes,No note provided,2025-06-24,Shared
Resting,2025-06-24 14:44:07.255000+00:00,Yes,A new chew tunnel was introduced a little earlier,2025-06-24,Shared
Cuddling,2025-06-24 15:48:56.893000+00:00,Yes,No note provided,2025-06-24,Shared
Chewing,2025-06-24 17:03:56.263000+00:00,Yes,No note provided,2025-06-24,Shared
Cuddling,2025-06-24 17:36:46.259000+00:00,Yes,No note provided,2025-06-24,Shared
Exploring,2025-06-24 18:08:24.440000+00:00,No,No note provided,2025-06-24,Solo
Cuddling,2025-06-24 19:18:59.953000+00:00,Yes,No note provided,2025-06-24,Shared
Exploring,2025-06-24 20:48:50.465000+00:00,Yes,No note provided,2025-06-24,Shared
Resting,2025-06-24 22:04:21.983000+00:00,No,No note provided,2025-06-24,Solo
Running,2025-06-25 05:21:10.457000+00:00,Yes,No note provided,2025-06-25,Shared
Playing,2025-06-25 05:57:12.747000+00:00,Yes,No note provided,2025-06-25,Shared
Resting,2025-06-25 06:53:00.097000+00:00,No,No note provided,2025-06-25,Solo
Cuddling,2025-06-25 07:53:25.715000+00:00,Yes,No note provided,2025-06-25,Shared
Resting,2025-06-25 10:02:38.551000+00:00,No,No note provided,2025-06-25,Solo
Running,2025-06-25 13:47:21.596000+00:00,Yes,No note provided,2025-06-25,Shared
Alert,2025-06-25 14:43:59.838000+00:00,No,No note provided,2025-06-25,Solo
Eating,2025-06-25 15:29:22.731000+00:00,No,No note provided,2025-06-25,Solo
Playing,2025-06-25 15:54:19.868000+00:00,Yes,No note provided,2025-06-25,Shared
Cuddling,2025-06-25 17:24:25.912000+00:00,Yes,No note provided,2025-06-25,Shared
Eating,2025-06-25 17:41:33.164000+00:00,Yes,No note provided,2025-06-25,Shared
Cuddling,2025-06-25 19:07:20.578000+00:00,Yes,No note provided,2025-06-25,Shared
Alert,2025-06-25 20:00:51.669000+00:00,No,No note provided,2025-06-25,Solo
Cuddling,2025-06-25 21:13:53.581000+00:00,Yes,No note provided,2025-06-25,Shared
Grooming,2025-06-25 23:01:17.593000+00:00,Yes,No note provided,2025-06-25,Shared
Cuddling,2025-06-26 05:32:25.526000+00:00,Yes,No note provided,2025-06-26,Shared
Exploring,2025-06-26 06:52:41.700000+00:00,Yes,No note provided,2025-06-26,Shared
Cuddling,2025-06-26 08:10:16.158000+00:00,Yes,No note provided,2025-06-26,Shared
Resting,2025-06-26 09:25:23.573000+00:00,No,No note provided,2025-06-26,Solo
Resting,2025-06-26 11:15:06.878000+00:00,No,No note provided,2025-06-26,Solo
Resting,2025-06-26 12:45:27.041000+00:00,No,No note provided,2025-06-26,Solo
Cuddling,2025-06-26 15:30:43.378000+00:00,Yes,No note provided,2025-06-26,Shared
Resting,2025-06-26 18:07:49.396000+00:00,No,No note provided,2025-06-26,Solo
Cuddling,2025-06-26 18:33:53.555000+00:00,Yes,No note provided,2025-06-26,Shared
Eating,2025-06-26 19:58:14.194000+00:00,Yes,No note provided,2025-06-26,Shared
Cuddling,2025-06-26 21:02:13.673000+00:00,Yes,No note provided,2025-06-26,Shared
Eating,2025-06-26 21:51:02.025000+00:00,Yes,No note provided,2025-06-26,Shared
Resting,2025-06-26 22:56:56.421000+00:00,No,No note provided,2025-06-26,Solo
Running,2025-06-27 07:35:57.426000+00:00,Yes,No note provided,2025-06-27,Shared
Eating,2025-06-27 08:00:58.102000+00:00,Yes,Drinking,2025-06-27,Shared
Resting,2025-06-27 08:55:07.522000+00:00,No,No note provided,2025-06-27,Solo
Resting,2025-06-27 09:30:01.599000+00:00,Yes,No note provided,2025-06-27,Shared
Resting,2025-06-27 10:01:49.139000+00:00,No,No note provided,2025-06-27,Solo
Resting,2025-06-27 12:20:27.335000+00:00,No,No note provided,2025-06-27,Solo
Hiding,2025-06-27 13:41:13.592000+00:00,Yes,No note provided,2025-06-27,Shared
Exploring,2025-06-27 15:36:53.723000+00:00,No,No note provided,2025-06-27,Solo
Cuddling,2025-06-27 17:01:13.221000+00:00,Yes,No note provided,2025-06-27,Shared
Cuddling,2025-06-27 18:10:00.571000+00:00,Yes,No note provided,2025-06-27,Shared
Hiding,2025-06-27 19:03:30.593000+00:00,Yes,No note provided,2025-06-27,Shared
Cuddling,2025-06-27 21:01:28.409000+00:00,Yes,No note provided,2025-06-27,Shared
Cuddling,2025-06-27 23:09:39.391000+00:00,Yes,No note provided,2025-06-27,Shared
Resting,2025-06-28 08:23:51.645000+00:00,No,No note provided,2025-06-28,Solo
Alert,2025-06-28 09:07:31.662000+00:00,No,No note provided,2025-06-28,Solo
Resting,2025-06-28 10:11:44.286000+00:00,No,No note provided,2025-06-28,Solo
Cuddling,2025-06-28 11:12:51.253000+00:00,Yes,No note provided,2025-06-28,Shared
Cuddling,2025-06-28 11:55:30.789000+00:00,Yes,No note provided,2025-06-28,Shared
Cuddling,2025-06-28 12:27:38.105000+00:00,Yes,No note provided,2025-06-28,Shared
Resting,2025-06-28 13:43:46.978000+00:00,Yes,No note provided,2025-06-28,Shared
Resting,2025-06-28 14:37:06.551000+00:00,Yes,No note provided,2025-06-28,Shared
Grooming,2025-06-28 16:17:46.810000+00:00,Yes,No note provided,2025-06-28,Shared
Grooming,2025-06-28 17:23:18.451000+00:00,Yes,No note provided,2025-06-28,Shared
Resting,2025-06-28 17:54:54.428000+00:00,Yes,No note provided,2025-06-28,Shared
Interacting,2025-06-28 18:55:33.596000+00:00,Yes,No note provided,2025-06-28,Shared
Eating,2025-06-28 19:58:45.723000+00:00,Yes,No note provided,2025-06-28,Shared
Eating,2025-06-28 20:30:13.279000+00:00,Yes,No note provided,2025-06-28,Shared
Alert,2025-06-28 21:23:11.508000+00:00,No,No note provided,2025-06-28,Solo
Resting,2025-06-28 23:20:40.216000+00:00,No,No note provided,2025-06-28,Solo
Running,2025-06-29 07:39:08.140000+00:00,Yes,No note provided,2025-06-29,Shared
Alert,2025-06-29 08:21:41.577000+00:00,Yes,No note provided,2025-06-29,Shared
Eating,2025-06-29 09:05:56.650000+00:00,No,No note provided,2025-06-29,Solo
Hiding,2025-06-29 11:53:08.961000+00:00,No,No note provided,2025-06-29,Solo
Grooming,2025-06-29 12:48:01.769000+00:00,Yes,No note provided,2025-06-29,Shared
Eating,2025-06-29 13:15:10.736000+00:00,No,No note provided,2025-06-29,Solo
Eating,2025-06-29 13:15:18.860000+00:00,Yes,No note provided,2025-06-29,Shared
Eating,2025-06-29 13:15:23.959000+00:00,Yes,No note provided,2025-06-29,Shared
Eating,2025-06-29 15:09:45.922000+00:00,No,No note provided,2025-06-29,Solo
Resting,2025-06-29 15:51:02.604000+00:00,No,No note provided,2025-06-29,Solo
Cuddling,2025-06-29 18:36:26.030000+00:00,Yes,No note provided,2025-06-29,Shared
Resting,2025-06-29 20:18:42.207000+00:00,No,No note provided,2025-06-29,Solo
Eating,2025-06-29 21:51:11.637000+00:00,Yes,No note provided,2025-06-29,Shared
Cuddling,2025-06-29 22:48:40.580000+00:00,Yes,No note provided,2025-06-29,Shared
Cuddling,2025-06-30 00:08:01.853000+00:00,Yes,No note provided,2025-06-30,Shared
Alert,2025-06-30 10:01:54.116000+00:00,No,No note provided,2025-06-30,Solo
Running,2025-06-30 11:22:54.647000+00:00,Yes,No note provided,2025-06-30,Shared
Eating,2025-06-30 14:07:46.022000+00:00,No,No note provided,2025-06-30,Solo
Cuddling,2025-06-30 14:40:47.957000+00:00,Yes,No note provided,2025-06-30,Shared
Cuddling,2025-06-30 15:58:08.878000+00:00,Yes,No note provided,2025-06-30,Shared
Resting,2025-06-30 16:18:46.490000+00:00,No,No note provided,2025-06-30,Solo
Cuddling,2025-06-30 17:24:51.438000+00:00,Yes,No note provided,2025-06-30,Shared
Eating,2025-06-30 19:06:21.290000+00:00,Yes,No note provided,2025-06-30,Shared
Eating,2025-06-30 19:24:05.890000+00:00,Yes,No note provided,2025-06-30,Shared
Eating,2025-06-30 21:14:57.784000+00:00,No,No note provided,2025-06-30,Solo
Running,2025-07-01 09:17:57.004000+00:00,Yes,No note provided,2025-07-01,Shared
Hiding,2025-07-01 09:45:53.337000+00:00,No,No note provided,2025-07-01,Solo
Alert,2025-07-01 11:06:18.032000+00:00,No,No note provided,2025-07-01,Solo
Hiding,2025-07-01 12:06:39.220000+00:00,Yes,No note provided,2025-07-01,Shared
Eating,2025-07-01 14:06:34.686000+00:00,No,No note provided,2025-07-01,Solo
Eating,2025-07-01 15:53:17.116000+00:00,Yes,No note provided,2025-07-01,Shared
Cuddling,2025-07-01 19:00:09.570000+00:00,Yes,No note provided,2025-07-01,Shared
Eating,2025-07-01 19:40:24.342000+00:00,Yes,No note provided,2025-07-01,Shared
Eating,2025-07-01 21:19:28.323000+00:00,No,No note provided,2025-07-01,Solo
Playing,2025-07-01 22:08:39.770000+00:00,Yes,No note provided,2025-07-01,Shared
Cuddling,2025-07-02 07:10:55.161000+00:00,Yes,No note provided,2025-07-02,Shared
Running,2025-07-02 07:40:20.147000+00:00,Yes,No note provided,2025-07-02,Shared
Grooming,2025-07-02 08:44:19.639000+00:00,Yes,No note provided,2025-07-02,Shared
Resting,2025-07-02 09:58:13.682000+00:00,No,No note provided,2025-07-02,Solo
Resting,2025-07-02 11:54:53.472000+00:00,No,No note provided,2025-07-02,Solo
Hiding,2025-07-02 14:07:33.473000+00:00,Yes,It is a hot day,2025-07-02,Shared
Cuddling,2025-07-02 16:25:26.308000+00:00,Yes,No note provided,2025-07-02,Shared
Cuddling,2025-07-02 18:13:58.477000+00:00,Yes,No note provided,2025-07-02,Shared
Playing,2025-07-02 19:04:50.454000+00:00,Yes,No note provided,2025-07-02,Shared
Alert,2025-07-02 22:11:59.586000+00:00,No,No note provided,2025-07-02,Solo
Exploring,2025-07-02 22:53:15.861000+00:00,No,No note provided,2025-07-02,Solo
Playing,2025-07-02 23:54:13.032000+00:00,Yes,No note provided,2025-07-02,Shared
Running,2025-07-03 07:15:22.582000+00:00,Yes,No note provided,2025-07-03,Shared
Running,2025-07-03 09:04:01.910000+00:00,Yes,No note provided,2025-07-03,Shared
Resting,2025-07-03 11:23:52.997000+00:00,Yes,No note provided,2025-07-03,Shared
Resting,2025-07-03 13:19:32.686000+00:00,Yes,No note provided,2025-07-03,Shared
Running,2025-07-03 14:34:31.072000+00:00,Yes,No note provided,2025-07-03,Shared
Eating,2025-07-03 16:10:37.426000+00:00,No,No note provided,2025-07-03,Solo
Eating,2025-07-03 19:04:39.287000+00:00,Yes,Drinking,2025-07-03,Shared
Thumping,2025-07-03 20:24:52.851000+00:00,No,No note provided,2025-07-03,Solo
Running,2025-07-04 07:04:14.780000+00:00,Yes,No note provided,2025-07-04,Shared
Flopping,2025-07-04 08:52:39.638000+00:00,No,No note provided,2025-07-04,Solo
Resting,2025-07-04 10:29:29.818000+00:00,Yes,No note provided,2025-07-04,Shared
Hiding,2025-07-04 11:58:45.660000+00:00,No,No note provided,2025-07-04,Solo
Exploring,2025-07-04 14:17:46.010000+00:00,No,No note provided,2025-07-04,Solo
Eating,2025-07-04 16:29:23.525000+00:00,Yes,After trip to the vet,2025-07-04,Shared
Alert,2025-07-04 18:57:16.272000+00:00,Yes,Loud noise (vacuum cleaner),2025-07-04,Shared
Grooming,2025-07-04 19:49:26.343000+00:00,Yes,No note provided,2025-07-04,Shared
Exploring,2025-07-04 21:34:27.097000+00:00,Yes,No note provided,2025-07-04,Shared
Resting,2025-07-04 21:56:36.957000+00:00,Yes,No note provided,2025-07-04,Shared
Cuddling,2025-07-04 22:43:37.011000+00:00,Yes,No note provided,2025-07-04,Shared
Resting,2025-07-05 00:00:17.301000+00:00,No,No note provided,2025-07-05,Solo
Running,2025-07-05 08:45:08.130000+00:00,Yes,No note provided,2025-07-05,Shared
Hiding,2025-07-05 10:01:45.196000+00:00,Yes,No note provided,2025-07-05,Shared
Resting,2025-07-05 12:30:59.802000+00:00,No,No note provided,2025-07-05,Solo
Resting,2025-07-05 14:13:15.211000+00:00,Yes,No note provided,2025-07-05,Shared
Interacting,2025-07-05 15:48:09.908000+00:00,Yes,No note provided,2025-07-05,Shared
Resting,2025-07-05 16:18:03.723000+00:00,No,No note provided,2025-07-05,Solo
Grooming,2025-07-05 19:48:26.668000+00:00,Yes,No note provided,2025-07-05,Shared
Eating,2025-07-05 20:26:08.064000+00:00,No,No note provided,2025-07-05,Solo
Eating,2025-07-05 21:53:03.968000+00:00,No,No note provided,2025-07-05,Solo
Cuddling,2025-07-06 07:29:14.248000+00:00,Yes,No note provided,2025-07-06,Shared
Eating,2025-07-06 08:44:02.804000+00:00,Yes,No note provided,2025-07-06,Shared
Eating,2025-07-06 09:56:42.296000+00:00,No,No note provided,2025-07-06,Solo
Cuddling,2025-07-06 11:09:47.398000+00:00,Yes,No note provided,2025-07-06,Shared
Hiding,2025-07-06 13:40:41.935000+00:00,Yes,No note provided,2025-07-06,Shared
Resting,2025-07-06 14:22:29.657000+00:00,Yes,No note provided,2025-07-06,Shared
Hiding,2025-07-06 15:24:06.688000+00:00,Yes,No note provided,2025-07-06,Shared
Eating,2025-07-06 16:58:28.422000+00:00,Yes,No note provided,2025-07-06,Shared
Grooming,2025-07-06 19:51:33.299000+00:00,Yes,No note provided,2025-07-06,Shared
Resting,2025-07-06 20:16:24.703000+00:00,No,No note provided,2025-07-06,Solo
Eating,2025-07-07 06:14:18.785000+00:00,Yes,No note provided,2025-07-07,Shared
Interacting,2025-07-07 09:10:21.798000+00:00,Yes,No note provided,2025-07-07,Shared
Resting,2025-07-07 10:39:36.673000+00:00,Yes,No note provided,2025-07-07,Shared
Hiding,2025-07-07 12:22:49.318000+00:00,No,No note provided,2025-07-07,Solo
Grooming,2025-07-07 13:38:18.152000+00:00,Yes,No note provided,2025-07-07,Shared
Resting,2025-07-07 16:04:38.106000+00:00,Yes,No note provided,2025-07-07,Shared
Alert,2025-07-07 16:30:26.959000+00:00,No,No note provided,2025-07-07,Solo
Grooming,2025-07-07 17:14:28.013000+00:00,Yes,No note provided,2025-07-07,Shared
Running,2025-07-07 18:38:28.422000+00:00,Yes,No note provided,2025-07-07,Shared
Alert,2025-07-07 20:11:04.099000+00:00,No,No note provided,2025-07-07,Solo
Eating,2025-07-07 21:41:44.768000+00:00,No,No note provided,2025-07-07,Solo
Eating,2025-07-07 22:22:37.868000+00:00,Yes,No note provided,2025-07-07,Shared
Alert,2025-07-07 23:46:03.972000+00:00,No,No note provided,2025-07-07,Solo
Eating,2025-07-08 08:21:33.186000+00:00,Yes,No note provided,2025-07-08,Shared
Eating,2025-07-08 09:08:09.713000+00:00,Yes,No note provided,2025-07-08,Shared
Cuddling,2025-07-08 10:59:34.979000+00:00,Yes,No note provided,2025-07-08,Shared
Interacting,2025-07-08 11:48:49.681000+00:00,No,No note provided,2025-07-08,Solo
Resting,2025-07-08 12:35:27.217000+00:00,No,No note provided,2025-07-08,Solo
Cuddling,2025-07-08 13:51:41.019000+00:00,Yes,No note provided,2025-07-08,Shared
Eating,2025-07-08 15:29:40.051000+00:00,No,No note provided,2025-07-08,Solo
Eating,2025-07-08 16:52:36.162000+00:00,Yes,No note provided,2025-07-08,Shared
Running,2025-07-08 19:18:53.305000+00:00,Yes,No note provided,2025-07-08,Shared
Cuddling,2025-07-08 21:39:36.075000+00:00,Yes,No note provided,2025-07-08,Shared
Running,2025-07-09 05:29:08.923000+00:00,Yes,No note provided,2025-07-09,Shared
Running,2025-07-09 05:57:39.897000+00:00,Yes,No note provided,2025-07-09,Shared
Resting,2025-07-09 09:43:37.012000+00:00,No,No note provided,2025-07-09,Solo
Resting,2025-07-09 10:47:47.309000+00:00,No,No note provided,2025-07-09,Solo
Eating,2025-07-09 11:57:24.439000+00:00,Yes,No note provided,2025-07-09,Shared
Cuddling,2025-07-09 12:31:05.974000+00:00,Yes,No note provided,2025-07-09,Shared
Resting,2025-07-09 13:37:42.961000+00:00,Yes,No note provided,2025-07-09,Shared
Resting,2025-07-09 14:52:21.681000+00:00,No,No note provided,2025-07-09,Solo
Resting,2025-07-09 15:36:11.890000+00:00,No,No note provided,2025-07-09,Solo
Eating,2025-07-09 16:08:39.986000+00:00,No,No note provided,2025-07-09,Solo
Eating,2025-07-09 16:19:36.642000+00:00,Yes,No note provided,2025-07-09,Shared
Cuddling,2025-07-09 16:39:28.162000+00:00,Yes,No note provided,2025-07-09,Shared
Cuddling,2025-07-09 17:56:34.980000+00:00,Yes,No note provided,2025-07-09,Shared
Cuddling,2025-07-09 19:14:30.220000+00:00,Yes,No note provided,2025-07-09,Shared
Exploring,2025-07-09 21:02:54.729000+00:00,Yes,No note provided,2025-07-09,Shared
Playing,2025-07-09 22:37:20.685000+00:00,Yes,No note provided,2025-07-09,Shared
Resting,2025-07-09 23:32:39.856000+00:00,No,No note provided,2025-07-09,Solo
Resting,2025-07-10 00:40:30.154000+00:00,No,No note provided,2025-07-10,Solo
Running,2025-07-10 07:28:27.768000+00:00,Yes,No note provided,2025-07-10,Shared
Cuddling,2025-07-10 08:42:11.623000+00:00,Yes,No note provided,2025-07-10,Shared
Resting,2025-07-10 10:28:42.013000+00:00,No,No note provided,2025-07-10,Solo
Resting,2025-07-10 10:54:59.967000+00:00,Yes,No note provided,2025-07-10,Shared
Resting,2025-07-10 12:34:22.974000+00:00,No,No note provided,2025-07-10,Solo
Playing,2025-07-10 14:17:25.691000+00:00,Yes,No note provided,2025-07-10,Shared
Running,2025-07-10 16:58:17.078000+00:00,Yes,No note provided,2025-07-10,Shared
Cuddling,2025-07-10 18:17:56.994000+00:00,Yes,No note provided,2025-07-10,Shared
Running,2025-07-10 19:21:38.374000+00:00,Yes,No note provided,2025-07-10,Shared
